match_id,minute,home_score,away_score,feature_momentum_home,feature_momentum_away,pressure_index_h,pressure_index_a,dangerous_attacks_home,dangerous_attacks_away,var_event,red_cards_home,red_cards_away,odds_over_2.5
mock_match_1000,62,0,2,0.841,1.227,34.7,71.7,0,1,0,0,0,2.296
mock_match_1000,63,0,2,0.79,1.254,25.4,71.4,0,1,0,0,0,2.335
mock_match_1000,64,0,2,0.815,1.268,31.1,75.8,0,0,0,0,0,2.489
mock_match_1000,65,0,2,0.848,1.382,35.3,88.3,0,2,0,0,0,2.481
mock_match_1000,66,0,2,0.851,1.358,33.9,84.0,0,0,0,0,0,2.586
mock_match_1000,67,0,2,0.782,1.358,30.3,86.3,0,1,0,0,0,2.657
mock_match_1000,68,0,2,0.876,1.341,37.8,83.5,0,0,0,0,0,2.79
mock_match_1000,69,0,2,0.868,1.304,36.6,79.7,0,0,0,0,0,2.885
mock_match_1000,70,0,2,0.922,1.329,38.5,82.0,0,0,0,0,0,3.054
mock_match_1000,71,0,2,0.911,1.248,41.4,73.7,0,0,0,0,0,3.193
mock_match_1000,72,0,2,1.026,1.247,51.3,76.4,0,1,0,0,0,3.212
mock_match_1000,73,0,2,0.948,1.233,44.5,71.1,0,0,0,0,0,3.504
mock_match_1000,74,0,2,0.987,1.111,47.1,60.8,0,0,0,0,0,3.678
mock_match_1000,75,0,2,1.042,1.206,53.1,67.6,1,2,0,0,0,3.835
mock_match_1000,76,0,2,1.012,1.189,54.2,66.7,1,1,0,0,0,4.026
mock_match_1000,77,0,2,0.985,1.161,46.7,66.6,0,0,0,0,0,4.28
mock_match_1000,78,1,2,1.3,0.8,46.8,71.0,1,0,0,0,0,1.009
mock_match_1000,79,1,2,1.259,0.844,70.8,34.3,1,0,0,0,0,1.023
mock_match_1000,80,1,2,1.233,0.975,73.8,47.2,0,0,0,0,0,0.995
mock_match_1000,81,1,2,1.233,1.039,72.4,52.4,2,0,0,0,0,1.024
mock_match_1000,82,1,2,1.223,1.068,74.0,56.0,0,0,0,0,0,0.998
mock_match_1000,83,1,2,1.138,1.054,61.2,56.0,0,2,0,0,0,1.017
mock_match_1000,84,1,2,1.101,1.042,61.1,53.0,0,0,0,0,0,0.992
mock_match_1000,85,1,2,1.171,0.986,63.9,49.9,1,0,0,0,0,1.016
mock_match_1000,86,1,2,1.15,0.932,66.6,43.4,2,0,0,0,0,0.996
mock_match_1000,87,1,2,1.09,0.867,60.7,34.0,0,0,0,0,0,1.021
mock_match_1000,88,1,2,1.076,0.877,59.1,35.2,0,0,0,0,0,1.014
mock_match_1000,89,1,2,1.107,0.916,57.9,40.2,0,0,0,0,0,1.023
mock_match_1000,90,1,2,1.13,0.904,60.3,43.9,0,2,0,0,0,1.019
mock_match_1000,91,1,2,1.033,1.024,54.4,52.8,0,0,0,0,0,0.993
mock_match_1000,92,1,2,1.011,1.025,51.7,54.0,0,0,0,0,0,1.017
mock_match_1000,93,1,2,1.009,1.061,49.3,57.7,1,2,0,0,0,0.992
mock_match_1000,94,1,2,0.987,1.06,50.2,61.3,0,1,0,0,0,1.01
mock_match_1000,95,1,2,1.009,1.062,49.7,57.1,0,0,0,0,0,1.027
mock_match_1001,0,0,0,0.969,1.002,47.8,46.5,0,0,0,0,0,2.741
mock_match_1001,1,0,0,1.07,0.998,57.2,49.6,3,1,0,0,0,2.721
mock_match_1001,2,0,0,1.085,0.91,59.3,37.6,0,0,0,0,0,2.785
mock_match_1001,3,0,0,0.979,0.847,48.2,37.3,0,0,0,0,0,2.738
mock_match_1001,4,0,0,0.946,0.965,45.7,46.2,0,1,0,0,0,2.697
mock_match_1001,5,0,0,0.922,0.993,44.3,53.7,0,0,0,0,0,2.714
mock_match_1001,6,0,0,0.895,0.887,39.1,35.4,1,0,0,0,0,2.735
mock_match_1001,7,0,0,0.907,0.883,41.6,37.1,0,0,0,0,0,2.8
mock_match_1001,8,0,0,0.938,0.967,48.6,45.8,0,0,0,0,0,2.797
mock_match_1001,9,0,0,0.923,0.945,41.0,45.6,0,0,0,0,0,2.815
mock_match_1001,10,0,0,0.964,1.002,49.6,48.5,0,1,0,0,0,2.752
mock_match_1001,11,0,0,0.936,0.872,44.9,39.5,0,0,0,0,0,2.859
mock_match_1001,12,0,0,0.915,0.795,43.6,28.3,0,0,0,0,0,2.877
mock_match_1001,13,0,0,0.951,0.794,45.8,30.4,0,1,0,0,0,2.851
mock_match_1001,14,0,0,0.967,0.907,44.4,41.7,0,0,0,0,0,2.797
mock_match_1001,15,0,0,0.959,0.969,45.2,46.7,0,0,0,0,0,2.904
mock_match_1001,16,0,0,0.967,0.927,43.1,43.6,1,1,0,0,0,2.858
mock_match_1001,17,0,0,0.95,0.92,46.5,41.2,0,0,0,0,0,2.896
mock_match_1001,18,0,0,0.958,0.955,46.1,46.0,0,0,0,0,0,2.893
mock_match_1001,19,0,0,0.994,0.95,51.6,45.8,2,1,0,0,0,2.956
mock_match_1001,20,0,0,1.002,1.0,50.6,54.1,1,0,0,0,0,2.876
mock_match_1001,21,0,0,1.0,1.029,51.5,52.4,1,0,0,0,0,2.931
mock_match_1001,22,0,0,1.058,1.05,55.4,55.7,0,0,0,0,0,2.933
mock_match_1001,23,0,0,1.064,1.038,59.4,52.7,3,0,0,0,0,2.965
mock_match_1001,24,0,0,1.163,1.001,70.3,49.8,0,1,0,0,0,2.939
mock_match_1001,25,0,0,1.094,0.895,60.8,38.1,1,0,0,0,0,2.935
mock_match_1001,26,0,0,1.036,0.942,53.5,45.5,0,0,0,0,0,2.986
mock_match_1001,27,0,0,0.938,0.994,43.9,50.6,0,0,0,0,0,2.991
mock_match_1001,28,0,0,1.026,1.011,51.1,48.5,2,2,0,0,0,3.094
mock_match_1001,29,0,0,0.988,1.021,50.8,51.6,0,0,0,0,0,3.062
mock_match_1001,30,0,0,1.016,1.046,53.8,54.3,1,0,0,0,0,3.101
mock_match_1001,31,0,0,1.067,1.08,54.0,58.4,1,0,0,0,0,3.109
mock_match_1001,32,0,0,1.035,1.122,52.9,66.4,2,0,0,0,0,3.068
mock_match_1001,33,0,0,1.135,1.11,63.6,63.0,0,0,0,0,0,3.099
mock_match_1001,34,0,1,0.8,1.3,60.5,58.7,0,0,0,0,0,1.598
mock_match_1001,35,0,1,0.83,1.38,32.4,88.1,0,0,0,0,0,1.58
mock_match_1001,36,0,1,0.83,1.343,31.6,86.6,0,1,0,0,0,1.619
mock_match_1001,37,0,1,0.807,1.22,31.2,70.5,0,1,0,0,0,1.623
mock_match_1001,38,0,1,0.75,1.194,24.6,68.3,0,0,0,0,0,1.614
mock_match_1001,39,0,1,0.761,1.139,26.6,66.7,0,0,0,0,0,1.644
mock_match_1001,40,0,1,0.792,1.14,28.0,64.4,0,1,0,0,0,1.67
mock_match_1001,41,0,1,0.865,1.216,38.8,68.7,0,0,0,0,0,1.699
mock_match_1001,42,0,1,0.966,1.241,48.5,76.4,0,0,0,0,0,1.703
mock_match_1001,43,0,1,0.972,1.31,49.3,81.5,0,0,0,0,0,1.688
mock_match_1001,44,1,1,1.3,0.8,48.1,82.0,1,1,0,0,0,1.371
mock_match_1001,45,1,1,1.252,0.759,73.4,24.7,0,1,0,0,0,1.39
mock_match_1001,46,1,1,1.27,0.784,77.7,28.3,1,0,0,0,0,1.411
mock_match_1001,47,1,1,1.207,0.78,71.0,27.9,0,0,0,0,0,1.46
mock_match_1001,48,1,1,1.248,0.769,74.9,24.7,0,0,0,0,0,1.446
mock_match_1001,49,1,1,1.114,0.671,62.6,20.3,0,0,0,0,0,1.47
mock_match_1001,50,1,1,1.143,0.712,67.5,20.4,1,0,0,0,0,1.496
mock_match_1001,51,1,2,0.8,1.3,55.7,31.0,0,0,0,0,0,1.01
mock_match_1001,52,1,2,0.779,1.319,25.9,81.9,0,0,0,0,0,1.015
mock_match_1001,53,1,2,0.775,1.226,28.0,68.7,0,0,0,0,0,1.028
mock_match_1001,54,1,2,0.754,1.248,23.8,74.8,0,1,0,0,0,1.027
mock_match_1001,55,1,2,0.749,1.176,23.1,67.6,0,0,0,0,0,1.015
mock_match_1001,56,1,2,0.76,1.099,25.6,59.0,0,2,0,0,0,1.026
mock_match_1001,57,1,2,0.691,1.106,17.9,60.0,0,1,0,0,0,1.002
mock_match_1001,58,1,2,0.699,1.104,17.9,60.8,0,0,0,0,0,1.001
mock_match_1001,59,1,2,0.675,1.068,15.7,53.7,0,1,0,0,0,1.021
mock_match_1001,60,1,2,0.702,1.084,20.5,60.2,0,0,0,0,0,1.013
mock_match_1001,61,1,3,0.8,1.3,21.6,60.8,0,0,0,0,0,0.997
mock_match_1001,62,1,3,0.845,1.325,34.0,84.9,0,0,0,0,0,1.03
mock_match_1001,63,1,3,0.759,1.281,27.3,76.3,0,0,0,0,0,0.994
mock_match_1001,64,1,3,0.858,1.239,36.9,78.0,0,1,0,0,0,1.01
mock_match_1001,65,1,3,0.961,1.294,46.4,79.8,1,0,0,0,0,1.025
mock_match_1001,66,1,3,0.942,1.215,44.6,66.9,0,0,0,0,0,1.027
mock_match_1001,67,1,3,0.972,1.167,48.5,66.5,0,3,0,0,0,1.028
mock_match_1001,68,1,3,0.912,1.2,41.6,69.7,0,2,0,0,0,1.012
mock_match_1001,69,1,3,0.882,1.142,41.6,62.5,0,1,0,0,0,1.002
mock_match_1001,70,1,3,0.845,1.181,34.6,65.8,0,0,0,0,0,1.026
mock_match_1001,71,1,3,0.825,1.129,32.8,60.6,0,1,0,0,0,1.008
mock_match_1001,72,1,3,0.81,1.124,28.2,62.2,0,2,0,0,0,0.992
mock_match_1001,73,1,3,0.838,1.181,32.4,67.4,3,0,2,0,0,1.014
mock_match_1001,74,1,3,0.942,1.168,43.3,67.1,0,0,0,0,0,1.015
mock_match_1001,75,1,3,0.893,1.164,38.9,65.0,0,0,0,0,0,1.009
mock_match_1001,76,1,3,0.962,1.179,44.3,66.1,0,1,0,0,0,1.016
mock_match_1001,77,1,3,1.033,1.224,55.5,74.4,1,1,0,0,0,1.02
mock_match_1001,78,1,3,1.02,1.203,48.7,69.4,1,1,0,0,0,1.005
mock_match_1001,79,1,3,1.027,1.183,50.0,66.6,1,0,0,0,0,1.02
mock_match_1001,80,1,3,1.023,1.231,51.1,71.2,1,2,0,0,0,1.021
mock_match_1001,81,1,3,1.077,1.184,58.0,66.2,0,0,0,0,0,1.022
mock_match_1001,82,1,3,1.163,1.229,67.6,73.9,1,0,0,0,0,1.01
mock_match_1001,83,1,3,1.152,1.241,65.9,74.6,0,2,0,0,0,0.997
mock_match_1001,84,1,3,1.168,1.176,64.2,67.2,1,1,0,0,0,1.021
mock_match_1001,85,1,3,1.127,1.168,62.3,66.9,0,0,0,0,0,0.998
mock_match_1001,86,1,3,1.053,1.183,56.3,70.1,0,1,2,0,0,0.992
mock_match_1001,87,1,3,1.052,1.28,57.8,76.7,1,1,0,0,0,0.996
mock_match_1001,88,1,3,1.079,1.26,61.1,76.9,1,0,0,0,0,1.024
mock_match_1001,89,1,3,1.037,1.242,55.2,72.7,0,2,0,0,0,1.007
mock_match_1001,90,1,3,1.167,1.208,68.4,65.0,0,1,0,0,0,1.023
mock_match_1001,91,1,3,1.119,1.154,58.6,65.0,0,1,0,0,0,1.017
mock_match_1001,92,1,3,1.12,1.215,61.6,69.4,1,0,0,0,0,1.009
mock_match_1001,93,1,3,1.195,1.194,67.7,67.9,0,0,0,0,0,0.997
mock_match_1001,94,1,3,1.187,1.179,71.9,68.0,2,0,0,0,0,1.026
mock_match_1001,95,1,3,1.147,1.196,62.4,68.8,0,0,0,0,0,1.004
mock_match_1002,0,0,0,1.006,1.032,45.4,49.5,1,2,0,0,0,2.963
mock_match_1002,1,0,0,0.968,1.05,45.2,55.7,0,1,0,0,0,3.007
mock_match_1002,2,0,0,0.896,1.091,39.6,61.1,0,1,0,0,0,2.989
mock_match_1002,3,0,0,0.95,1.167,42.9,66.2,0,1,0,0,0,2.975
mock_match_1002,4,0,0,1.021,1.121,51.6,61.3,0,1,0,0,0,2.986
mock_match_1002,5,0,0,0.956,1.158,43.7,64.5,0,0,0,0,0,2.972
mock_match_1002,6,0,0,1.052,1.176,55.4,67.6,1,0,0,0,0,3.067
mock_match_1002,7,0,0,1.033,1.059,54.5,53.4,0,2,0,0,0,3.077
mock_match_1002,8,0,0,1.031,1.047,49.1,53.6,1,0,0,0,0,3.107
mock_match_1002,9,0,0,1.058,1.095,54.7,63.2,1,2,0,0,0,3.027
mock_match_1002,10,0,0,1.132,1.143,62.8,63.4,0,1,0,0,0,3.109
mock_match_1002,11,0,0,1.064,1.127,56.0,64.5,0,1,0,0,0,3.03
mock_match_1002,12,0,0,1.039,1.097,49.4,58.3,0,0,0,0,0,3.128
mock_match_1002,13,0,0,1.091,1.126,58.3,60.5,0,2,0,0,0,3.176
mock_match_1002,14,0,0,1.189,1.108,67.5,64.1,0,1,0,0,0,3.078
mock_match_1002,15,0,0,1.215,1.036,70.1,56.5,1,0,0,0,0,3.137
mock_match_1002,16,0,1,0.8,1.3,77.4,41.8,0,1,0,0,0,1.605
mock_match_1002,17,0,1,0.748,1.248,23.4,75.8,0,2,0,0,0,1.572
mock_match_1002,18,0,1,0.806,1.202,28.7,67.7,0,0,0,0,0,1.618
mock_match_1002,19,0,1,0.781,1.175,28.5,68.9,0,0,0,0,0,1.644
mock_match_1002,20,0,1,0.78,1.219,30.2,73.7,0,0,0,0,0,1.641
mock_match_1002,21,0,1,0.838,1.142,35.2,65.2,1,2,0,0,0,1.642
mock_match_1002,22,0,1,0.846,1.054,36.5,54.0,0,0,0,0,0,1.673
mock_match_1002,23,0,1,0.883,1.143,37.1,62.4,0,0,0,0,0,1.673
mock_match_1002,24,0,1,0.906,1.067,41.3,53.7,0,1,0,0,0,1.641
mock_match_1002,25,0,1,0.987,1.085,47.8,56.4,1,0,0,0,0,1.696
mock_match_1002,26,0,1,0.942,1.101,42.8,61.1,0,0,0,0,0,1.704
mock_match_1002,27,0,1,0.925,1.083,45.7,61.8,0,0,0,0,0,1.686
mock_match_1002,28,0,1,0.887,1.147,40.2,62.2,0,0,0,0,0,1.715
mock_match_1002,29,0,1,0.874,1.131,42.0,65.2,0,0,0,0,0,1.699
mock_match_1002,30,0,1,0.929,1.1,41.6,62.9,0,0,0,0,0,1.768
mock_match_1002,31,0,1,1.009,1.09,51.5,59.4,0,0,0,0,0,1.749
mock_match_1002,32,0,1,1.072,1.047,57.3,52.9,0,2,0,0,0,1.779
mock_match_1002,33,0,1,1.077,1.042,55.3,55.0,0,0,0,0,0,1.782
mock_match_1002,34,0,1,1.078,1.018,61.8,50.0,0,0,0,0,0,1.808
mock_match_1002,35,0,1,1.033,0.959,52.9,48.2,0,0,0,0,0,1.818
mock_match_1002,36,0,1,1.022,0.925,50.7,42.9,1,0,0,0,0,1.841
mock_match_1002,37,0,1,0.887,0.931,34.0,41.9,0,1,0,0,0,1.871
mock_match_1002,38,0,1,0.953,1.012,45.1,49.3,1,0,0,0,0,1.894
mock_match_1002,39,0,1,0.934,0.985,40.1,49.8,0,0,0,0,0,1.917
mock_match_1002,40,0,1,0.924,0.97,42.6,47.3,0,0,0,0,0,1.962
mock_match_1002,41,0,1,0.888,1.011,38.5,53.6,0,1,0,0,0,1.923
mock_match_1002,42,0,1,0.897,1.063,39.7,55.5,0,1,0,0,0,1.988
mock_match_1002,43,0,1,0.872,1.113,38.3,64.4,0,0,0,0,0,2.014
mock_match_1002,44,0,1,0.858,1.015,33.7,50.0,1,0,0,0,0,2.015
mock_match_1002,45,0,1,0.915,1.027,39.7,55.9,0,0,0,0,0,2.079
mock_match_1002,46,0,1,0.833,1.023,33.4,49.8,0,1,0,0,0,2.083
mock_match_1002,47,0,1,0.838,1.036,31.6,50.6,0,0,0,0,0,2.074
mock_match_1002,48,0,1,0.764,1.092,27.8,59.4,0,0,0,0,0,2.118
mock_match_1002,49,0,1,0.744,1.219,24.3,72.5,0,0,0,0,0,2.168
mock_match_1002,50,0,1,0.779,1.274,30.6,75.2,0,0,0,0,0,2.225
mock_match_1002,51,0,1,0.753,1.286,25.6,77.9,0,0,0,0,0,2.256
mock_match_1002,52,0,1,0.773,1.24,26.8,75.0,0,0,0,0,0,2.312
mock_match_1002,53,0,1,0.779,1.308,26.6,80.1,0,2,0,0,0,2.363
mock_match_1002,54,0,1,0.827,1.4,29.6,91.3,0,2,0,0,0,2.324
mock_match_1002,55,0,1,0.864,1.339,35.0,83.1,0,0,0,0,0,2.389
mock_match_1002,56,0,1,0.925,1.286,45.1,78.4,0,1,0,0,0,2.5
mock_match_1002,57,0,1,0.916,1.279,41.4,80.2,0,0,0,0,0,2.481
mock_match_1002,58,0,1,0.931,1.312,42.3,83.9,1,0,0,0,0,2.609
mock_match_1002,59,0,1,0.891,1.263,40.2,79.3,0,1,0,0,0,2.617
mock_match_1002,60,0,1,0.879,1.366,39.5,88.5,1,0,0,0,0,2.724
mock_match_1002,61,0,1,0.937,1.4,44.0,86.9,0,0,0,0,0,2.763
mock_match_1002,62,0,1,0.892,1.4,35.0,88.8,0,0,0,0,0,2.775
mock_match_1002,63,0,1,0.88,1.362,34.8,88.3,0,1,0,0,0,2.942
mock_match_1002,64,0,1,0.852,1.321,35.7,82.7,0,1,0,0,0,2.955
mock_match_1002,65,0,1,0.837,1.245,31.7,76.8,0,1,0,0,0,3.005
mock_match_1002,66,0,1,0.881,1.275,35.6,75.6,0,0,0,0,0,3.185
mock_match_1002,67,0,1,0.847,1.208,31.8,71.8,0,1,0,0,0,3.302
mock_match_1002,68,0,2,0.8,1.3,28.7,74.3,0,0,1,0,0,2.724
mock_match_1002,69,0,2,0.714,1.314,18.7,84.2,0,0,0,0,0,2.83
mock_match_1002,70,0,2,0.705,1.277,21.9,79.0,0,0,0,0,0,2.976
mock_match_1002,71,0,2,0.743,1.148,23.1,61.2,0,0,0,0,0,3.008
mock_match_1002,72,0,2,0.692,1.135,16.0,60.7,0,0,0,0,0,3.125
mock_match_1002,73,0,2,0.74,1.108,23.9,60.0,0,0,0,0,0,3.364
mock_match_1002,74,0,2,0.732,1.182,25.2,72.3,0,0,0,0,0,3.481
mock_match_1002,75,0,2,0.635,1.298,12.1,79.5,0,0,0,0,0,3.764
mock_match_1002,76,0,2,0.661,1.296,14.4,73.9,0,0,0,0,0,3.882
mock_match_1002,77,0,2,0.708,1.237,23.9,75.7,1,2,0,0,0,4.22
mock_match_1002,78,0,2,0.71,1.202,20.9,74.3,0,0,0,0,0,4.513
mock_match_1002,79,0,2,0.704,1.175,23.7,67.0,0,1,0,0,0,4.775
mock_match_1002,80,0,2,0.758,1.175,24.6,66.1,0,0,0,0,0,5.288
mock_match_1002,81,0,2,0.73,1.206,22.4,71.9,0,1,0,0,0,5.758
mock_match_1002,82,0,2,0.801,1.211,29.3,70.4,0,1,0,0,0,6.56
mock_match_1002,83,0,2,0.822,1.185,34.4,69.4,0,0,0,0,0,7.207
mock_match_1002,84,0,2,0.785,1.15,27.7,64.1,0,1,0,0,0,8.489
mock_match_1002,85,0,2,0.823,1.188,35.2,67.1,0,0,0,0,0,9.893
mock_match_1002,86,0,2,0.778,1.199,25.1,68.8,0,1,0,0,0,12.617
mock_match_1002,87,0,2,0.741,1.262,24.3,76.4,0,1,0,0,0,16.427
mock_match_1002,88,0,2,0.747,1.22,20.6,69.4,0,0,0,0,0,24.568
mock_match_1002,89,0,2,0.719,1.157,24.0,65.8,0,1,0,0,0,48.12
mock_match_1002,90,0,2,0.725,1.076,19.9,58.1,2,1,0,0,0,101.848
mock_match_1002,91,0,2,0.763,1.11,25.1,60.2,0,2,0,0,0,101.163
mock_match_1002,92,0,2,0.758,1.123,25.8,62.4,1,0,0,0,0,101.066
mock_match_1002,93,1,2,1.3,0.8,31.9,64.9,1,0,0,0,0,1.02
mock_match_1002,94,1,2,1.136,0.718,63.1,26.1,0,0,0,0,0,0.995
mock_match_1002,95,1,2,1.129,0.723,59.5,19.5,0,0,0,0,0,1.021
mock_match_1003,0,0,0,0.992,1.056,44.4,57.0,0,0,0,0,0,2.732
mock_match_1003,1,0,0,0.945,1.018,46.1,53.8,0,0,0,0,0,2.756
mock_match_1003,2,0,0,1.006,0.958,51.4,48.1,0,0,0,0,0,2.794
mock_match_1003,3,0,0,1.056,0.904,56.1,40.4,2,0,0,0,0,2.792
mock_match_1003,4,0,0,0.976,0.948,46.4,48.3,0,0,0,0,0,2.773
mock_match_1003,5,0,0,1.027,0.969,52.8,46.4,0,0,0,0,0,2.785
mock_match_1003,6,0,0,1.074,0.995,60.9,51.4,0,0,0,0,0,2.752
mock_match_1003,7,0,0,0.972,1.054,46.2,57.6,1,0,0,0,0,2.793
mock_match_1003,8,0,0,0.985,1.005,47.5,52.5,0,2,0,0,0,2.776
mock_match_1003,9,0,0,1.015,1.035,50.2,50.9,0,0,0,0,0,2.785
mock_match_1003,10,0,0,1.092,1.011,57.0,53.6,0,0,0,0,0,2.863
mock_match_1003,11,0,0,1.131,0.999,60.5,50.0,2,0,0,0,0,2.803
mock_match_1003,12,0,0,1.078,0.952,53.8,48.2,0,0,0,0,0,2.858
mock_match_1003,13,0,0,1.053,1.005,54.1,50.6,0,1,0,0,0,2.869
mock_match_1003,14,0,0,1.071,0.952,58.9,47.2,0,0,0,0,0,2.863
mock_match_1003,15,0,0,1.095,0.919,59.3,43.6,0,0,0,0,0,2.862
mock_match_1003,16,0,0,1.157,0.844,64.7,32.3,1,0,0,0,0,2.886
mock_match_1003,17,0,0,1.109,0.781,60.8,29.3,0,0,0,0,0,2.886
mock_match_1003,18,0,0,1.06,0.83,57.4,32.5,1,0,0,0,0,2.915
mock_match_1003,19,0,0,1.082,0.809,59.8,30.7,0,0,0,0,0,2.967
mock_match_1003,20,0,0,1.119,0.755,64.2,24.9,0,0,0,0,0,2.916
mock_match_1003,21,0,0,1.108,0.756,60.9,25.1,0,0,0,0,0,2.976
mock_match_1003,22,0,1,0.8,1.3,62.5,23.5,0,1,0,0,0,1.467
mock_match_1003,23,0,1,0.867,1.206,29.5,71.3,0,2,0,0,0,1.475
mock_match_1003,24,0,1,0.87,1.181,33.1,70.8,0,0,0,0,0,1.486
